-73.910011,40.648369,212
-73.909292,40.648807,213
-73.908412,40.649381,214
-73.907604,40.649901,215
-73.908196,40.646713,216
-73.907478,40.647178,217
-73.90658,40.647726,218
-73.929199,40.650161,219
-73.928283,40.650244,220
-73.927312,40.650285,221
-73.926324,40.650367,222
-73.92539,40.650435,223
-73.924402,40.650476,224
-73.923432,40.650558,225
-73.922515,40.650586,226
-73.921581,40.650654,227
-73.920593,40.650709,228
-73.921402,40.648725,229
-73.9223,40.648684,230
-73.923234,40.648615,231
-73.924186,40.64856,232
-73.92521,40.648478,233
-73.926127,40.648437,234
-73.927133,40.648369,235
-73.928067,40.6483,236
-73.928983,40.648232,237
-73.928804,40.646371,238
-73.927887,40.646439,239
-73.926899,40.646494,240
-73.925893,40.646549,241
-73.924995,40.646631,242
-73.924007,40.646672,243
-73.923036,40.646744,244
-73.921186,40.646853,245
