-73.930686,40.663602,1
-73.929841,40.663944,2
-73.924595,40.663848,3
-73.921954,40.66274,4
-73.921056,40.663287,5
-73.920984,40.663944,6
-73.920086,40.664067,7
-73.919636,40.662548,8
-73.918738,40.662699,9
-73.917786,40.662835,10
-73.916834,40.662986,11
-73.915899,40.663109,12
-73.914911,40.663246,13
-73.914013,40.663396,14
-73.913061,40.663519,15
-73.912127,40.663684,16
-73.911174,40.663807,17
-73.910258,40.663944,18
-73.909324,40.66408,19
-73.929015,40.66092,20
-73.928278,40.661412,21
-73.927541,40.661878,22
-73.926841,40.66237,23
-73.92614,40.662808,24
-73.925457,40.663283,25
-73.930111,40.658372,26
-73.92914,40.658413,27
-73.928188,40.658481,28
-73.9272,40.658549,29
-73.92641,40.658604,30
-73.928206,40.660191,31
-73.927218,40.659302,32
-73.926481,40.659822,33
-73.925763,40.660287,34
-73.925044,40.660739,35
-73.924361,40.661204,36
-73.923607,40.661683,37
-73.922745,40.662244,38
-73.929913,40.656661,39
-73.928997,40.656757,40
-73.927991,40.656812,41
-73.92702,40.656866,42
-73.926104,40.656949,43
-73.92499,40.657058,44
-73.925439,40.657687,45
-73.924649,40.658207,46
-73.923948,40.658659,47
-73.92323,40.65911,48
-73.922493,40.659589,49
-73.92181,40.660055,50
-73.92093,40.660616,51
-73.920121,40.661122,52
-73.919223,40.661642,53
-73.918487,40.661122,54
-73.917355,40.661286,55
-73.916456,40.66145,56
-73.915486,40.661601,57
-73.914534,40.661696,58
-73.913618,40.661847,59
-73.912666,40.662011,60
-73.911731,40.662148,61
-73.910779,40.662285,62
-73.909863,40.662422,63
-73.908947,40.662586,64
-73.929805,40.655402,65
-73.928835,40.655457,66
-73.927847,40.655512,67
-73.926913,40.655594,68
-73.92596,40.655635,69
-73.925026,40.655703,70
-73.924038,40.655813,71
-73.923984,40.656401,72
-73.923571,40.656059,73
-73.92314,40.655649,74
-73.922834,40.656579,75
-73.922134,40.657031,76
-73.921433,40.65751,77
-73.920714,40.657934,78
-73.919942,40.658399,79
-73.919097,40.65896,80
-73.918307,40.659521,81
-73.920445,40.65885,82
-73.920086,40.659849,83
-73.917193,40.659863,84
-73.916043,40.659904,85
-73.915073,40.660068,86
-73.914157,40.660205,87
-73.913205,40.660328,88
-73.912288,40.660479,89
-73.911336,40.660616,90
-73.910384,40.660752,91
-73.909504,40.660889,92
-73.908533,40.661026,93
-73.907581,40.661149,94
-73.929612,40.653856,95
-73.92866,40.653925,96
-73.927708,40.653993,97
-73.926738,40.654034,98
-73.925767,40.654089,99
-73.924833,40.654171,100
-73.923845,40.654226,101
-73.922875,40.65428,102
-73.921959,40.654458,103
-73.921635,40.655567,104
-73.921348,40.656374,105
-73.92097,40.654937,106
-73.92027,40.655375,107
-73.919569,40.65584,108
-73.918832,40.656278,109
-73.918132,40.656757,110
-73.917233,40.657332,111
-73.916425,40.657879,112
-73.915527,40.658399,113
-73.914664,40.658508,114
-73.91373,40.658659,115
-73.912796,40.658782,116
-73.91188,40.658933,117
-73.910927,40.659069,118
-73.909975,40.65922,119
-73.909095,40.65937,120
-73.908125,40.659494,121
-73.90719,40.659644,122
-73.929379,40.65194,123
-73.92848,40.652187,124
-73.92751,40.652337,125
-73.926522,40.652392,126
-73.925606,40.652447,127
-73.924635,40.652491,128
-73.923665,40.652556,129
-73.922731,40.652474,130
-73.921779,40.652501,131
-73.920755,40.65257,132
-73.920863,40.653637,133
-73.919964,40.652789,134
-73.919174,40.653309,135
-73.918455,40.653774,136
-73.920395,40.65439,137
-73.919102,40.654376,138
-73.917772,40.654253,139
-73.917036,40.654691,140
-73.916605,40.654294,141
-73.916335,40.655156,142
-73.915437,40.655717,143
-73.914664,40.656223,144
-73.914539,40.657482,145
-73.913964,40.657003,146
-73.913263,40.656388,147
-73.913317,40.657113,148
-73.912419,40.65725,149
-73.911502,40.657414,150
-73.910532,40.657551,151
-73.909598,40.657687,152
-73.908664,40.657824,153
-73.907729,40.657947,154
-73.907316,40.656292,155
-73.90825,40.656141,156
-73.909149,40.656032,157
-73.910119,40.655868,158
-73.911071,40.655758,159
-73.912005,40.655621,160
-73.915329,40.654226,161
-73.913856,40.654185,162
-73.912311,40.65413,163
-73.910784,40.654185,164
-73.909742,40.654335,165
-73.908753,40.654486,166
-73.907855,40.654609,167
-73.906903,40.654746,168
-73.90658,40.653364,169
-73.907388,40.652844,170
-73.908412,40.6522,171
-73.910137,40.653504,172
-73.909382,40.652871,173
-73.911017,40.652953,174
-73.911808,40.652433,175
-73.912688,40.651858,176
-73.914485,40.653487,177
-73.915203,40.653035,178
-73.915922,40.652556,179
-73.916659,40.652118,180
-73.917341,40.651653,181
-73.918132,40.65116,182
-73.918904,40.650681,183
-73.919641,40.650189,184
-73.920467,40.649683,185
-73.920378,40.648615,186
-73.920198,40.647041,187
-73.919228,40.64763,188
-73.918491,40.648109,189
-73.917808,40.648574,190
-73.917072,40.649053,191
-73.916317,40.649522,192
-73.915563,40.650038,193
-73.914826,40.65049,194
-73.914125,40.650941,195
-73.913407,40.651434,196
-73.909454,40.651516,197
-73.910245,40.65101,198
-73.911089,40.650449,199
-73.911808,40.649997,200
-73.912526,40.649518,201
-73.913263,40.64908,202
-73.913964,40.648588,203
-73.914718,40.648095,204
-73.915491,40.647602,205
-73.916227,40.647151,206
-73.916928,40.646686,207
-73.918635,40.647096,208
-73.912706,40.646644,209
-73.911754,40.647247,210
-73.910658,40.647876,211
